iso,id_1,name_1,time_e,time_e_str,lat,lon,connectivity
VEN,4,Aragua,1563620400,20-Jul-2019 11:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563624000,20-Jul-2019 12:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563627600,20-Jul-2019 13:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563631200,20-Jul-2019 14:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563634800,20-Jul-2019 15:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563638400,20-Jul-2019 16:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563642000,20-Jul-2019 17:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563645600,20-Jul-2019 18:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563649200,20-Jul-2019 19:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563652800,20-Jul-2019 20:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563656400,20-Jul-2019 21:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563660000,20-Jul-2019 22:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563663600,20-Jul-2019 23:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563667200,21-Jul-2019 00:00:00,10.4848114487106,-67.5603431541549,90
VEN,4,Aragua,1563670800,21-Jul-2019 01:00:00,10.4848114487106,-67.5603431541549,90
VEN,4,Aragua,1563674400,21-Jul-2019 02:00:00,10.4848114487106,-67.5603431541549,90
VEN,4,Aragua,1563678000,21-Jul-2019 03:00:00,10.4848114487106,-67.5603431541549,90
VEN,4,Aragua,1563681600,21-Jul-2019 04:00:00,10.4848114487106,-67.5603431541549,90
VEN,4,Aragua,1563685200,21-Jul-2019 05:00:00,10.4848114487106,-67.5603431541549,90
VEN,4,Aragua,1563688800,21-Jul-2019 06:00:00,10.4848114487106,-67.5603431541549,90
VEN,4,Aragua,1563692400,21-Jul-2019 07:00:00,10.4848114487106,-67.5603431541549,90
VEN,4,Aragua,1563696000,21-Jul-2019 08:00:00,10.4848114487106,-67.5603431541549,90
VEN,4,Aragua,1563699600,21-Jul-2019 09:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563703200,21-Jul-2019 10:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563706800,21-Jul-2019 11:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563710400,21-Jul-2019 12:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563714000,21-Jul-2019 13:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563717600,21-Jul-2019 14:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563721200,21-Jul-2019 15:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563724800,21-Jul-2019 16:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563728400,21-Jul-2019 17:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563732000,21-Jul-2019 18:00:00,10.4848114487106,-67.5603431541549,100
